"X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","month","day"
9,9,66.2,66.7,60,56.1,33.3,71.2,9.4,6.4,64.3,"jun","thu"
9,9,63.5,69.5,71.4,56.1,33.3,65.6,9.4,6.4,64.4,"dec","wed"
9,9,70.6,71.7,73.2,56.1,33.3,68.5,9.4,6.4,75.6,"nov","sat"
9,9,67,65.7,69.6,56.1,33.3,65.6,9.4,6.4,65,"jul","fri"
9,9,68.5,72.7,74.5,56.1,33.3,67.4,9.4,6.4,75.9,"apr","wed"
9,9,67.1,70.5,69.9,56.1,33.3,63.2,9.4,6.4,69,"jan","thu"
9,9,67.7,68.6,70,56.1,33.3,67.7,9.4,6.4,69.5,"sep","thu"
9,9,66.4,68.9,66.4,56.1,33.3,63.5,9.4,6.4,65.8,"oct","fri"
9,9,59.9,71.1,70.9,56.1,33.3,69,9.4,6.4,72.4,"may","thu"
9,9,67.6,67.2,68.3,56.1,33.3,68.5,9.4,6.4,68.4,"jul","wed"
9,9,75.4,67,72.6,56.1,33.3,70.6,9.4,6.4,67.2,"may","sun"
9,9,68.8,65.2,67.9,56.1,33.3,64.4,9.4,6.4,69.8,"aug","thu"
9,9,69.7,69.9,69.5,56.1,33.3,71.9,9.4,6.4,69.3,"apr","wed"
9,9,72.2,68,69.3,56.1,33.3,69.1,9.4,6.4,71.4,"oct","tue"
9,9,58.7,72.1,64.2,56.1,33.3,76.9,9.4,6.4,73.8,"sep","wed"
9,9,64.7,69,70.5,56.1,33.3,62.6,9.4,6.4,65.1,"jan","thu"
9,9,63.7,75.3,75.4,56.1,33.3,72.6,9.4,6.4,76.4,"jul","mon"
9,9,69.9,68.4,70.7,56.1,33.3,68.5,9.4,6.4,68.8,"jul","mon"
9,9,73,70.8,67.1,56.1,33.3,72.7,9.4,6.4,65,"nov","sun"
9,9,69.5,59.5,76.3,56.1,33.3,75.1,9.4,6.4,65.5,"jun","fri"
9,9,73,64.2,67.9,56.1,33.3,71.4,9.4,6.4,71.5,"mar","sun"
9,9,72,68.5,64.9,56.1,33.3,66.9,9.4,6.4,64.3,"feb","mon"
9,9,72.2,66.4,66.1,56.1,33.3,77.5,9.4,6.4,74,"nov","tue"
9,9,74,73.1,62.5,56.1,33.3,70.5,9.4,6.4,65,"mar","sun"
9,9,65.6,66.1,70.8,56.1,33.3,60.9,9.4,6.4,65.8,"nov","thu"
9,9,68.3,67.9,66.9,56.1,33.3,71.8,9.4,6.4,74.6,"feb","mon"
9,9,69.8,73.4,66.4,56.1,33.3,68.1,9.4,6.4,61.5,"apr","sat"
9,9,65.2,78.7,65,56.1,33.3,65.8,9.4,6.4,73.5,"jul","sun"
9,9,66.1,63.8,63.2,56.1,33.3,69.6,9.4,6.4,67.1,"dec","wed"
9,9,72.6,69.2,70.6,56.1,33.3,74.2,9.4,6.4,76.5,"oct","sat"
9,9,72,72.2,69.9,56.1,33.3,68.3,9.4,6.4,69,"aug","tue"
9,9,73.4,68.7,66.8,56.1,33.3,71.7,9.4,6.4,71.9,"aug","sun"
9,9,72.6,69.1,65.9,56.1,33.3,70.6,9.4,6.4,61.6,"sep","sat"
9,9,67.9,69.8,70.4,56.1,33.3,62.8,9.4,6.4,62.1,"mar","fri"
9,9,68.7,68.9,73.2,56.1,33.3,70,9.4,6.4,75,"dec","thu"
9,9,60.5,62.3,68,56.1,33.3,76.5,9.4,6.4,66.2,"jul","wed"
9,9,69,69.5,72.5,56.1,33.3,70.5,9.4,6.4,69.2,"jun","mon"
9,9,74.4,77.4,68.8,56.1,33.3,73,9.4,6.4,65.1,"jun","wed"
9,9,74.2,67.5,75.1,56.1,33.3,69.8,9.4,6.4,72.2,"sep","sun"
9,9,59.6,68.7,72.3,56.1,33.3,68.8,9.4,6.4,65.3,"oct","wed"
9,9,69.3,75.8,68.9,56.1,33.3,71.1,9.4,6.4,67.9,"jan","fri"
9,9,61,65.6,68.1,56.1,33.3,68.8,9.4,6.4,69.2,"dec","tue"
9,9,71.4,73.8,66,56.1,33.3,68.3,9.4,6.4,72.9,"oct","thu"
9,9,69.3,71.5,62.8,56.1,33.3,69.9,9.4,6.4,70.6,"apr","sun"
9,9,65.4,64.7,65.8,56.1,33.3,71.4,9.4,6.4,70.5,"jan","fri"
9,9,71.3,67.3,62.4,56.1,33.3,67.8,9.4,6.4,64.6,"mar","mon"
9,9,70.7,70.3,76.5,56.1,33.3,74,9.4,6.4,66.8,"oct","tue"
9,9,69.4,71.3,68.7,56.1,33.3,74.1,9.4,6.4,69.6,"aug","mon"
9,9,69.7,72.4,67.5,56.1,33.3,67.6,9.4,6.4,67.7,"jun","sun"
9,9,64.7,69,64.3,56.1,33.3,73.5,9.4,6.4,67.7,"apr","sat"
9,9,65.1,66,68.7,56.1,33.3,64.6,9.4,6.4,66.4,"feb","tue"
9,9,75.5,68.3,76.5,56.1,33.3,67,9.4,6.4,69.1,"jan","tue"
9,9,66.8,74,70.2,56.1,33.3,71.1,9.4,6.4,77.3,"oct","sun"
9,9,69.8,75.2,75.4,56.1,33.3,64.5,9.4,6.4,65.5,"jun","fri"
9,9,68.8,67.5,69.7,56.1,33.3,68.6,9.4,6.4,75.6,"oct","sun"
9,9,61.8,69.4,73.9,56.1,33.3,72.6,9.4,6.4,69.6,"oct","tue"
9,9,71.8,66.6,63.9,56.1,33.3,67.3,9.4,6.4,58.8,"sep","tue"
9,9,77.6,69.8,70.7,56.1,33.3,71.9,9.4,6.4,69.8,"may","mon"
9,9,71,70.3,69,56.1,33.3,70.5,9.4,6.4,64.2,"may","sat"
9,9,75.1,68.1,69.9,56.1,33.3,64.8,9.4,6.4,74.5,"jun","fri"
9,9,72,69.4,65.4,56.1,33.3,68.2,9.4,6.4,65,"sep","thu"
9,9,70.8,63.5,71.8,56.1,33.3,68.8,9.4,6.4,67.1,"oct","tue"
9,9,72.5,67.7,70.1,56.1,33.3,71,9.4,6.4,73.9,"jan","sun"
9,9,66,67.5,64.6,56.1,33.3,72.2,9.4,6.4,69.2,"apr","thu"
9,9,68.7,74.3,78.3,56.1,33.3,71.4,9.4,6.4,68.4,"jun","wed"
9,9,63.2,68.6,68.6,56.1,33.3,71.2,9.4,6.4,71.6,"nov","sun"
9,9,65.3,72.1,68.7,56.1,33.3,72.5,9.4,6.4,58.4,"jul","thu"
9,9,66.9,69.3,74.2,56.1,33.3,67.4,9.4,6.4,66.6,"sep","sat"
9,9,64.7,68.9,67.1,56.1,33.3,67.9,9.4,6.4,68,"jun","thu"
9,9,72.2,70.2,71.1,56.1,33.3,78.8,9.4,6.4,64.9,"feb","thu"
9,9,64.9,75.1,68.9,56.1,33.3,71.1,9.4,6.4,68,"apr","fri"
9,9,66.1,72.5,63.6,56.1,33.3,60.5,9.4,6.4,66.8,"nov","tue"
9,9,70.2,70.3,71.6,56.1,33.3,66.5,9.4,6.4,61.6,"jul","mon"
9,9,72.9,69.7,67.2,56.1,33.3,66.9,9.4,6.4,65.9,"oct","mon"
9,9,67.1,78.1,68.4,56.1,33.3,66.5,9.4,6.4,64.2,"sep","fri"
9,9,73.8,65.2,66.3,56.1,33.3,69.6,9.4,6.4,65.4,"dec","mon"
9,9,64.5,73.9,73.2,56.1,33.3,68.4,9.4,6.4,70.5,"jan","sun"
9,9,61.5,66.8,69.5,56.1,33.3,67,9.4,6.4,64.8,"sep","tue"
9,9,70.5,70.8,68.2,56.1,33.3,70.9,9.4,6.4,71.5,"mar","tue"
9,9,69.2,69.2,76.5,56.1,33.3,75.3,9.4,6.4,67,"mar","thu"
9,9,67.5,63.1,59.1,56.1,33.3,66.8,9.4,6.4,76.6,"dec","sat"
9,9,72.5,71.4,68.9,56.1,33.3,61.9,9.4,6.4,67.5,"may","sat"
9,9,64.2,70,67.6,56.1,33.3,68.8,9.4,6.4,68.1,"jul","fri"
9,9,66.5,64.3,67.8,56.1,33.3,66.1,9.4,6.4,66.3,"aug","wed"
9,9,75.7,67.2,71.8,56.1,33.3,63.7,9.4,6.4,60.7,"apr","wed"
9,9,69.1,67.2,69.6,56.1,33.3,70.4,9.4,6.4,67.8,"may","mon"
9,9,70.1,69.2,68.6,56.1,33.3,62.1,9.4,6.4,69.2,"sep","wed"
9,9,69.6,70.7,69.4,56.1,33.3,61.3,9.4,6.4,70.9,"dec","tue"
9,9,71.8,71.1,66.3,56.1,33.3,66.7,9.4,6.4,70.5,"mar","fri"
9,9,67.2,69.9,63.2,56.1,33.3,69.5,9.4,6.4,71.4,"dec","fri"
9,9,65.6,71.6,72.9,56.1,33.3,65.7,9.4,6.4,71.6,"mar","fri"
9,9,67.5,67.6,73,56.1,33.3,76.2,9.4,6.4,68.2,"jan","mon"
9,9,73.1,76.4,66.5,56.1,33.3,71.3,9.4,6.4,65.1,"feb","mon"
9,9,67.5,75.6,66.2,56.1,33.3,67.8,9.4,6.4,72.5,"oct","sun"
9,9,66.2,78.4,80.9,56.1,33.3,64.8,9.4,6.4,69.3,"mar","sat"
9,9,69.9,76.5,71.6,56.1,33.3,74.1,9.4,6.4,69.1,"jul","fri"
9,9,77.3,66.8,69.3,56.1,33.3,69.7,9.4,6.4,70.3,"dec","tue"
9,9,67.5,70.3,66,56.1,33.3,70.8,9.4,6.4,66.2,"may","mon"
9,9,71.4,66.1,73.5,56.1,33.3,68.7,9.4,6.4,71.4,"jul","sat"
9,9,66.1,64.3,65.1,56.1,33.3,61.9,9.4,6.4,71.2,"aug","fri"
9,9,68.2,70.1,68.2,56.1,33.3,67.9,9.4,6.4,75.6,"apr","mon"
9,9,70.9,64.5,69,56.1,33.3,71.8,9.4,6.4,73.2,"apr","thu"
9,9,69.3,64.3,73.3,56.1,33.3,68.1,9.4,6.4,71.2,"may","thu"
9,9,71.3,64.3,65.5,56.1,33.3,65.6,9.4,6.4,76.6,"mar","wed"
9,9,58.9,65.1,77.8,56.1,33.3,72.2,9.4,6.4,65.5,"sep","wed"
9,9,70.9,62.1,71,56.1,33.3,72,9.4,6.4,62.8,"jun","thu"
9,9,70.1,73.5,63.8,56.1,33.3,69.5,9.4,6.4,73.9,"jun","mon"
9,9,67.8,76.9,68.9,56.1,33.3,76.1,9.4,6.4,71.6,"feb","thu"
9,9,71.2,66.9,69.5,56.1,33.3,68.8,9.4,6.4,66.8,"may","sun"
9,9,73.2,73.1,67.1,56.1,33.3,64.1,9.4,6.4,74.3,"feb","tue"
9,9,70.2,66.7,74,56.1,33.3,67.4,9.4,6.4,75.8,"oct","fri"
9,9,67.5,68.3,69.6,56.1,33.3,72.9,9.4,6.4,69,"feb","mon"
9,9,72.5,64.1,70.8,56.1,33.3,70.8,9.4,6.4,62.3,"oct","sat"
9,9,69.7,70.6,59.7,56.1,33.3,71.2,9.4,6.4,65.5,"apr","sun"
9,9,59,68.6,68.5,56.1,33.3,66.5,9.4,6.4,72.6,"feb","sun"
9,9,65.8,69.7,64.4,56.1,33.3,73.9,9.4,6.4,68.7,"apr","wed"
9,9,69.4,71.1,66.1,56.1,33.3,68,9.4,6.4,74.3,"mar","sun"
9,9,73.6,66.2,69.8,56.1,33.3,68.6,9.4,6.4,66.3,"oct","fri"
9,9,68.4,65.9,68.4,56.1,33.3,65.2,9.4,6.4,66.2,"dec","thu"
9,9,72.1,64.1,74.8,56.1,33.3,74,9.4,6.4,67,"aug","tue"
9,9,69.5,71.8,69.4,56.1,33.3,67.6,9.4,6.4,72.7,"mar","sun"
9,9,72.1,67.1,72.5,56.1,33.3,76,9.4,6.4,68,"mar","thu"
9,9,71,69.9,73.5,56.1,33.3,67.8,9.4,6.4,69.2,"oct","thu"
9,9,65.4,71.4,70.6,56.1,33.3,69.9,9.4,6.4,66.8,"jun","tue"
9,9,67.6,70.6,68.9,56.1,33.3,73.2,9.4,6.4,66.9,"mar","mon"
9,9,74,63.5,62.6,56.1,33.3,69.8,9.4,6.4,71.7,"aug","thu"
9,9,71.2,70.4,67.1,56.1,33.3,68.1,9.4,6.4,66.4,"oct","mon"
9,9,62.3,66.2,70.2,56.1,33.3,68.2,9.4,6.4,69.8,"oct","fri"
9,9,68.1,71.4,61.9,56.1,33.3,71.4,9.4,6.4,69.6,"nov","tue"
9,9,69.3,66,68.5,56.1,33.3,69.3,9.4,6.4,74.5,"aug","wed"
9,9,65.4,69.1,62.6,56.1,33.3,64.3,9.4,6.4,66.4,"may","mon"
9,9,71.6,70.3,71.5,56.1,33.3,63.4,9.4,6.4,67.8,"apr","mon"
9,9,71.6,68.5,68,56.1,33.3,68.9,9.4,6.4,69,"aug","fri"
9,9,65.6,70.4,74.2,56.1,33.3,70.9,9.4,6.4,73.1,"jul","mon"
9,9,70.1,73.3,69.1,56.1,33.3,66.5,9.4,6.4,69.4,"aug","thu"
9,9,70.8,68.6,68.9,56.1,33.3,66.4,9.4,6.4,65.1,"jun","tue"
9,9,71.1,73,67.7,56.1,33.3,72.4,9.4,6.4,68,"nov","thu"
9,9,62.5,71.3,68.8,56.1,33.3,69.6,9.4,6.4,67.3,"aug","mon"
9,9,68.2,72.7,75.5,56.1,33.3,72.6,9.4,6.4,62.2,"mar","sun"
9,9,71.8,66.3,67.7,56.1,33.3,61.6,9.4,6.4,60.9,"mar","mon"
9,9,65.6,65.8,69.9,56.1,33.3,69.5,9.4,6.4,72.8,"apr","thu"
9,9,67.8,72,78.6,56.1,33.3,63.6,9.4,6.4,70,"jan","sat"
9,9,72.5,66.1,65.8,56.1,33.3,71.4,9.4,6.4,69,"jul","fri"
9,9,72.5,65.8,70.9,56.1,33.3,67.1,9.4,6.4,71.3,"sep","fri"
9,9,70.3,66.8,67.2,56.1,33.3,67.5,9.4,6.4,63.7,"nov","tue"
9,9,68.7,71.8,69.1,56.1,33.3,67.9,9.4,6.4,68,"may","tue"
9,9,69.2,67.2,68.4,56.1,33.3,70.1,9.4,6.4,76.6,"may","sat"
9,9,70.3,66.8,68.5,56.1,33.3,63.9,9.4,6.4,65.6,"feb","sat"
9,9,64.5,68.6,64.9,56.1,33.3,63.8,9.4,6.4,70.6,"jan","sat"
9,9,72.3,63.3,69.5,56.1,33.3,67.9,9.4,6.4,67.3,"feb","sun"
9,9,72.3,71.2,64.3,56.1,33.3,65.5,9.4,6.4,73.8,"jan","sun"
9,9,73.4,69.6,72.2,56.1,33.3,66.8,9.4,6.4,66.2,"sep","fri"
9,9,62.7,71.7,71.3,56.1,33.3,76.7,9.4,6.4,59.4,"oct","sun"
9,9,67.3,68.6,71.3,56.1,33.3,67.4,9.4,6.4,69.7,"sep","sun"
9,9,64.4,69,71.9,56.1,33.3,65.9,9.4,6.4,66.7,"apr","wed"
9,9,68.4,68.7,66.8,56.1,33.3,74.1,9.4,6.4,69.3,"aug","sun"
9,9,66.7,64.7,64.5,56.1,33.3,74.3,9.4,6.4,70.6,"jun","sat"
9,9,69,71.5,65.3,56.1,33.3,70.3,9.4,6.4,65.6,"apr","tue"
9,9,75.3,71.9,67.3,56.1,33.3,69.1,9.4,6.4,65.8,"sep","fri"
9,9,73.4,68.1,59.9,56.1,33.3,74.9,9.4,6.4,71,"feb","sat"
9,9,72.3,68.6,70.9,56.1,33.3,62.2,9.4,6.4,69.5,"may","mon"
9,9,65.8,69.6,64.5,56.1,33.3,65.4,9.4,6.4,66.2,"jul","wed"
9,9,70.4,68.6,74.4,56.1,33.3,75.2,9.4,6.4,65.4,"mar","mon"
9,9,73.3,72.5,65,56.1,33.3,67.9,9.4,6.4,64.9,"jan","sun"
9,9,66.8,64,70.3,56.1,33.3,69.2,9.4,6.4,73.3,"aug","sat"
9,9,70.2,67,74.9,56.1,33.3,68.1,9.4,6.4,68.2,"nov","sat"
9,9,69.9,68,63.6,56.1,33.3,65.6,9.4,6.4,71.8,"may","mon"
9,9,68,67.8,66.3,56.1,33.3,72.3,9.4,6.4,67.8,"may","wed"
9,9,74.6,70.4,68.1,56.1,33.3,69.7,9.4,6.4,72.8,"mar","mon"
9,9,71.3,67.4,62.8,56.1,33.3,62.4,9.4,6.4,69.6,"oct","fri"
9,9,72.9,69.2,71.5,56.1,33.3,70.5,9.4,6.4,73.9,"jul","mon"
9,9,74.9,67.2,68.8,56.1,33.3,68.2,9.4,6.4,74.2,"oct","tue"
9,9,63.6,72,69.5,56.1,33.3,74,9.4,6.4,68.6,"nov","mon"
9,9,73,70.7,69.6,56.1,33.3,65.9,9.4,6.4,69,"mar","tue"
9,9,67.2,69.5,64.3,56.1,33.3,71.8,9.4,6.4,71.4,"oct","tue"
9,9,73.7,66,67.3,56.1,33.3,74.5,9.4,6.4,64.5,"sep","fri"
9,9,70.4,69.9,74.1,56.1,33.3,69.5,9.4,6.4,71.4,"feb","tue"
9,9,75.9,70.3,65,56.1,33.3,67.6,9.4,6.4,66.4,"jan","tue"
9,9,70.2,68.5,74,56.1,33.3,69,9.4,6.4,66.5,"aug","tue"
9,9,72.3,73.8,70.6,56.1,33.3,66.7,9.4,6.4,66.8,"jan","sat"
9,9,66.8,70,63.1,56.1,33.3,72.8,9.4,6.4,76.2,"aug","fri"
9,9,66,71.8,73.4,56.1,33.3,74.4,9.4,6.4,66.1,"oct","sat"
9,9,72,63.6,76,56.1,33.3,73.9,9.4,6.4,70.2,"jun","sun"
9,9,66.9,71.3,68.2,56.1,33.3,71,9.4,6.4,72.5,"oct","thu"
9,9,67,67.1,63.9,56.1,33.3,70.3,9.4,6.4,69.7,"sep","wed"
9,9,73.6,66.2,68,56.1,33.3,69.1,9.4,6.4,64.5,"mar","mon"
9,9,69.7,66,70.5,56.1,33.3,69.1,9.4,6.4,65.3,"may","tue"
9,9,66.5,69.1,71.3,56.1,33.3,67.6,9.4,6.4,70.6,"may","sun"
9,9,70.5,65.2,62.8,56.1,33.3,65.9,9.4,6.4,68.3,"jun","fri"
9,9,68.5,68.3,73.1,56.1,33.3,66.8,9.4,6.4,73.4,"dec","fri"
9,9,68.6,62.8,73,56.1,33.3,68.2,9.4,6.4,69.4,"sep","thu"
9,9,69.6,67.2,74.4,56.1,33.3,65.9,9.4,6.4,75.2,"apr","sun"
9,9,64.5,66.3,67.3,56.1,33.3,66,9.4,6.4,74.2,"feb","fri"
9,9,71.9,67.7,76.1,56.1,33.3,67.5,9.4,6.4,67.5,"dec","sun"
9,9,64.8,67.6,70,56.1,33.3,66.1,9.4,6.4,73.1,"nov","thu"
9,9,71.9,67.6,69.3,56.1,33.3,69.2,9.4,6.4,68.4,"oct","mon"
9,9,63.6,70.3,65.9,56.1,33.3,72.3,9.4,6.4,69.2,"jul","sat"
9,9,69.8,67.7,70.8,56.1,33.3,65.7,9.4,6.4,71.6,"may","mon"
9,9,66.5,63.9,76,56.1,33.3,64.6,9.4,6.4,68.2,"may","mon"
9,9,69.2,70.2,68.7,56.1,33.3,71.7,9.4,6.4,67.4,"jun","sun"
9,9,69.3,73.9,61.3,56.1,33.3,68.1,9.4,6.4,73.5,"oct","tue"
9,9,54.7,67,69.2,56.1,33.3,71,9.4,6.4,65.9,"dec","sat"
9,9,67.4,72.1,67.1,56.1,33.3,66.3,9.4,6.4,62.4,"mar","wed"
9,9,67.8,69.3,69.8,56.1,33.3,69,9.4,6.4,76.3,"oct","sat"
9,9,63,69.7,71.2,56.1,33.3,70,9.4,6.4,72.4,"jun","mon"
9,9,67.3,73.9,66.4,56.1,33.3,74.7,9.4,6.4,63.8,"oct","thu"
9,9,76.2,62.8,70.9,56.1,33.3,70.2,9.4,6.4,65.5,"apr","sun"
9,9,65.4,56.2,64.5,56.1,33.3,64,9.4,6.4,73,"may","wed"
9,9,65.4,71.3,71.3,56.1,33.3,70.7,9.4,6.4,64.7,"jan","tue"
9,9,63.3,63.6,69.2,56.1,33.3,75.2,9.4,6.4,69.2,"jun","fri"
9,9,67.3,63.9,59,56.1,33.3,62.4,9.4,6.4,70.8,"mar","mon"
9,9,70,64.9,70.1,56.1,33.3,71,9.4,6.4,69.5,"feb","fri"
9,9,68.8,71.1,67.5,56.1,33.3,71.4,9.4,6.4,66.3,"jan","sat"
9,9,70,70.7,66.2,56.1,33.3,71.1,9.4,6.4,69.7,"jan","thu"
9,9,67.4,65.1,71.4,56.1,33.3,69.8,9.4,6.4,66,"jul","sat"
9,9,69.7,74.1,72.7,56.1,33.3,68.2,9.4,6.4,67.5,"jan","wed"
9,9,67.9,64.7,60.5,56.1,33.3,65.6,9.4,6.4,73.8,"jul","sun"
9,9,66.5,66.8,71.5,56.1,33.3,66.8,9.4,6.4,70.6,"may","wed"
9,9,73,77.3,75.8,56.1,33.3,69.9,9.4,6.4,72.3,"may","sun"
9,9,68.4,71.3,63.4,56.1,33.3,64.8,9.4,6.4,68.7,"feb","sun"
9,9,73.8,69.6,67.3,56.1,33.3,70.6,9.4,6.4,64.2,"jul","sat"
9,9,68.6,64.9,76.2,56.1,33.3,67.3,9.4,6.4,71.3,"may","wed"
9,9,63.4,60.4,71.4,56.1,33.3,73.9,9.4,6.4,70.1,"aug","sat"
9,9,76,67.9,66.8,56.1,33.3,74.4,9.4,6.4,67.1,"mar","wed"
9,9,77.8,69.7,71.4,56.1,33.3,67.4,9.4,6.4,67.8,"oct","sun"
9,9,65.5,74.2,65.2,56.1,33.3,68.5,9.4,6.4,67.5,"apr","fri"
9,9,68.3,71.7,65.9,56.1,33.3,68.7,9.4,6.4,71.7,"jan","tue"
9,9,73.3,66.1,67.1,56.1,33.3,69.2,9.4,6.4,63.8,"nov","sat"
9,9,68.6,69.7,66.1,56.1,33.3,72.3,9.4,6.4,66.3,"dec","sat"
9,9,69.9,72,70.6,56.1,33.3,70.1,9.4,6.4,65.1,"mar","wed"
9,9,62.9,73.2,69.1,56.1,33.3,71.7,9.4,6.4,68.4,"may","tue"
9,9,72.2,70.9,68.7,56.1,33.3,69.2,9.4,6.4,75,"jul","thu"
9,9,68.4,67.5,69.1,56.1,33.3,66.1,9.4,6.4,78.9,"mar","thu"
9,9,57.9,68.3,69.1,56.1,33.3,70.5,9.4,6.4,67.8,"jul","sat"
9,9,69.5,59.9,68.4,56.1,33.3,68.9,9.4,6.4,71.3,"jun","sat"
9,9,69.2,71.4,68.4,56.1,33.3,69,9.4,6.4,61.8,"aug","sat"
9,9,68.5,70.2,71.8,56.1,33.3,67.4,9.4,6.4,74.2,"dec","wed"
9,9,63.4,72.9,76.9,56.1,33.3,69.9,9.4,6.4,64.4,"jul","fri"
9,9,71.1,62,59.2,56.1,33.3,63.2,9.4,6.4,69.4,"sep","wed"
9,9,73.9,65.4,72.1,56.1,33.3,63.5,9.4,6.4,71,"nov","fri"
9,9,69,67.4,66.7,56.1,33.3,71.3,9.4,6.4,69.3,"jan","fri"
9,9,65.1,70.7,67,56.1,33.3,71.7,9.4,6.4,71.5,"dec","thu"
9,9,69.4,63.4,70.1,56.1,33.3,65.7,9.4,6.4,70.5,"aug","fri"
9,9,68.4,71.8,65,56.1,33.3,70.2,9.4,6.4,65.5,"sep","thu"
9,9,70,66.9,69.3,56.1,33.3,68.2,9.4,6.4,67.9,"jul","sun"
9,9,64.2,65.2,73.2,56.1,33.3,63.1,9.4,6.4,68.1,"apr","sat"
9,9,69.8,67.6,70.1,56.1,33.3,68,9.4,6.4,63,"jun","tue"
9,9,75.9,73.5,75.2,56.1,33.3,69.6,9.4,6.4,66.3,"jul","tue"
9,9,72,70.1,63.3,56.1,33.3,74.3,9.4,6.4,70.7,"aug","wed"
9,9,69.5,66.2,70.9,56.1,33.3,71,9.4,6.4,72.3,"oct","sun"
9,9,70.4,62.7,69.4,56.1,33.3,74.3,9.4,6.4,73.8,"oct","fri"
9,9,76.1,69.7,67.7,56.1,33.3,67.8,9.4,6.4,76.5,"apr","thu"
9,9,69.9,64.2,63.3,56.1,33.3,65.1,9.4,6.4,68.2,"may","mon"
9,9,68.4,69.2,67.5,56.1,33.3,68.1,9.4,6.4,67.8,"jul","thu"
9,9,74.6,70.7,69,56.1,33.3,72.8,9.4,6.4,60.5,"jan","thu"
9,9,70.6,60.1,74.5,56.1,33.3,68.4,9.4,6.4,74.2,"dec","wed"
9,9,67,70.8,73.3,56.1,33.3,69.8,9.4,6.4,66.7,"oct","sat"
9,9,71.5,61.5,58.6,56.1,33.3,69.5,9.4,6.4,71.2,"aug","thu"
9,9,72.6,68.6,70.4,56.1,33.3,71,9.4,6.4,68.7,"dec","wed"
9,9,65.9,69.2,72.3,56.1,33.3,74.6,9.4,6.4,62.5,"mar","tue"
9,9,69.8,66.1,74,56.1,33.3,72.1,9.4,6.4,72.5,"jul","sun"
9,9,75.7,65.4,64.3,56.1,33.3,66,9.4,6.4,74,"sep","mon"
9,9,65.5,62.5,77.1,56.1,33.3,75.5,9.4,6.4,60.3,"mar","sun"
9,9,72.4,69.8,66.6,56.1,33.3,70.4,9.4,6.4,67.8,"jan","wed"
9,9,72.1,70.1,68.4,56.1,33.3,66.1,9.4,6.4,62.5,"feb","sat"
9,9,64.6,69.4,67.2,56.1,33.3,68.4,9.4,6.4,70.2,"mar","sat"
9,9,72.2,69.9,73.7,56.1,33.3,69.4,9.4,6.4,71.6,"jan","mon"
9,9,70,71.6,72.2,56.1,33.3,73.4,9.4,6.4,66.1,"nov","sun"
9,9,69.9,72.2,71.1,56.1,33.3,70.3,9.4,6.4,68.6,"dec","thu"
9,9,73.1,72.7,74,56.1,33.3,62.1,9.4,6.4,74.9,"aug","sun"
9,9,75.2,63.7,70.4,56.1,33.3,65.2,9.4,6.4,68,"dec","sat"
9,9,64.3,70.1,68,56.1,33.3,61.9,9.4,6.4,67.2,"nov","sat"
9,9,69.8,66.7,67.1,56.1,33.3,73.9,9.4,6.4,63.1,"dec","wed"
9,9,69.2,72.1,70.6,56.1,33.3,67.1,9.4,6.4,66.9,"aug","thu"
9,9,72.6,75.6,66.7,56.1,33.3,80.2,9.4,6.4,66.2,"feb","mon"
9,9,71.1,69.4,74.4,56.1,33.3,66.5,9.4,6.4,69.7,"jun","thu"
9,9,66.6,68.4,71.6,56.1,33.3,75.4,9.4,6.4,79.4,"oct","tue"
9,9,68.8,69.8,70.9,56.1,33.3,68.6,9.4,6.4,72.3,"oct","sun"
9,9,71.8,68.1,69.6,56.1,33.3,76.1,9.4,6.4,68.6,"jan","wed"
9,9,72.3,70.7,71.7,56.1,33.3,66.5,9.4,6.4,70,"sep","fri"
9,9,64.3,64.3,73.1,56.1,33.3,68.8,9.4,6.4,71,"oct","sun"
9,9,65.7,74.3,74.5,56.1,33.3,65.8,9.4,6.4,66.5,"oct","sun"
9,9,71.3,69.4,70.9,56.1,33.3,65,9.4,6.4,73.8,"oct","mon"
9,9,70.4,66.6,65,56.1,33.3,70.5,9.4,6.4,64.2,"jan","sun"
9,9,74.9,69.3,64.7,56.1,33.3,70.2,9.4,6.4,73.7,"jul","tue"
9,9,76.1,73.5,70.9,56.1,33.3,69.2,9.4,6.4,68.6,"jan","thu"
9,9,69.1,68.7,68.6,56.1,33.3,72.3,9.4,6.4,67.1,"nov","sat"
9,9,70.4,73,67.9,56.1,33.3,68.1,9.4,6.4,72.9,"mar","mon"
9,9,65.7,71.2,77.1,56.1,33.3,76.9,9.4,6.4,68.9,"may","wed"
9,9,69,69.4,72,56.1,33.3,64.8,9.4,6.4,68.2,"oct","wed"
9,9,74.3,69,65.1,56.1,33.3,70.7,9.4,6.4,65.6,"sep","thu"
9,9,69,64.9,78.2,56.1,33.3,66.8,9.4,6.4,71.1,"jun","thu"
9,9,70.8,77.2,65.2,56.1,33.3,70.6,9.4,6.4,67.9,"jun","fri"
9,9,67.3,73.5,75.2,56.1,33.3,67.2,9.4,6.4,70.6,"jul","sat"
9,9,70.2,68.1,69.1,56.1,33.3,67.6,9.4,6.4,69.5,"dec","mon"
9,9,65.6,70.6,67.2,56.1,33.3,62.2,9.4,6.4,65,"aug","sat"
9,9,73.4,69,76,56.1,33.3,70.2,9.4,6.4,67.2,"may","wed"
